trafo_id,ŞEBEKE_UNSURU_KODU
29529,TOKMAKLI KÖYÜ TR-1 45-86-M00190_DIREK TIPI TRAFO HUCRESI H01_2093265
29530,M-115 ARAPTEPESİ TR-1 35-14-M00115_DIREK TIPI TRAFO HUCRESI H01_2093356
29531,M-1138 35-02-M01138_M-1137 M01_2093490
29532,AKKEÇİLİ TR-1 45-73-M00422_DIREK TIPI TRAFO HUCRESI H01_2094086
29533,L-400 35-18-L00400_ILICA-2 L08_2094148
29534,DM-1/40 35-29-M00040_DM-1/39 M01_2094334
29535,BERGAMA İM-1 35-16-A00001_BERGAMA-1 M03_2094398
29536,BERGAMA İM-1 35-16-A00001_TR-2 M09_2094407
29537,BERGAMA İM-1 35-16-A00001_ŞEHİR-5 L05_2094416
29538,TR-2/93 45-83-L00093_DIREK TIPI TRAFO HUCRESI H01_2094472
29539,TR-107 NAZIM AKAR ÖZEL 45-80-M02107Ö_DIREK TIPI TRAFO HUCRESI H01_2094583
29540,TR-375 ÖZGÜR TARIM ÖZEL 45-80-M02375Ö_DIREK TIPI TRAFO HUCRESI H01_2094584
29541,TİRE TR-3 35-29-L00003_DIREK TIPI TRAFO HUCRESI H01_2094764
29542,KAHRAMANDERE İM 35-10-A00002_YELKİ-2 M10_2094867
29543,KAHRAMANDERE İM 35-10-A00002_GÜZELBAHÇE HAT-1 M11_2094869
29544,HULUSİ CAN DEMİRDELEN VE ARK. T-SULAMA GRB. 35-13-L00123_DIREK TIPI TRAFO HUCRESI H01_2094939
29545,KİRAZ İM 35-31-A00001_TR-1 (15.8) L10_2094978
29546,KİRAZ İM 35-31-A00001_SARIKAYA L11_2094980
29547,KİRAZ İM 35-31-A00001_HALİLLER L13_2094984
29548,KİRAZ İM 35-31-A00001_TR-1 (34.5) M04_2094993
29549,KİRAZ İM 35-31-A00001_TR-2 (34.5) M10_2094998
29550,TR-249 (DM-5/10) 35-19-M00249_YASEMİN KÖK M03_2095024
29551,TR-249 (DM-5/10) 35-19-M00249_URLA İM M01_2095029
29552,TR-249 (DM-5/10) 35-19-M00249_BELEDİYE AVM M04_2095030
29553,GÜRÇEŞME İM 35-03-A00001_GÜVEN K16_2095048
29554,GÜRÇEŞME İM 35-03-A00001_YEŞİLDERE K18_2095052
29555,MENDERES DM-2/TR-1 35-22-M00300_KÖYLER-2 M01_2095055
29556,L-256 (18 KABİN) 35-18-L00256_L-260 L01_2095066
29557,L-256 (18 KABİN) 35-18-L00256_DAĞITIM TRAFO L-256 (18 KABİN) L06_2095072
29558,MENDERES DM-2/TR-1 35-22-M00300_DM-2/TR-2 M02_2095180
29559,MENDERES DM-2/TR-1 35-22-M00300_DM-3/TR-1 M06_2095187
29560,MENDERES DM-2/TR-1 35-22-M00300_DM-2/TR-9 M22_2095195
29561,DM-1/81 35-29-M00081_DIREK TIPI TRAFO HUCRESI H01_2095229
29562,KAZIM AVŞAR SULAMA GRUBU 35-29-M00259_DIREK TIPI TRAFO HUCRESI H01_2095302
29563,MEHMET ZEYTİN SULAMA GRUBU 35-29-M00260_DIREK TIPI TRAFO HUCRESI H01_2095303
29564,TAHİR SILAY SULAMA GRUBU 35-29-M00261_DIREK TIPI TRAFO HUCRESI H01_2095304
29565,ADEM SILAY SULAMA GRUBU 35-29-M00262_DIREK TIPI TRAFO HUCRESI H01_2095305
29566,KAHRAMAN YAVUZLAR SULAMA GRUBU 35-29-M00268_DIREK TIPI TRAFO HUCRESI H01_2095311
29567,MAHMUT SAĞBAŞ SULAMA GRUBU 35-29-M00276_DIREK TIPI TRAFO HUCRESI H01_2095318
29568,ERCAN MERAL SULAMA GRUBU 35-29-M00282_DIREK TIPI TRAFO HUCRESI H01_2095324
29569,ZEKİ PAVLAZ SULAMA GRUBU 35-29-M00287_DIREK TIPI TRAFO HUCRESI H01_2095329
29570,YENİ ÇİFTLİK TOPRAK SU KOOP 35-20-L00392_DIREK TIPI TRAFO HUCRESI H01_2095338
29571,TR-1/6 45-83-M00006_TR-1/3 M04_2095344
29572,TR-1/6 45-83-M00006_TR-1/11 M03_2095345
29573,KÜÇÜKSÜMBÜLLER KÖYÜ TR-1 45-71-M01745_DIREK TIPI TRAFO HUCRESI H01_2095408
29574,SELİMŞAHLAR TR-3 45-71-M01297_DIREK TIPI TRAFO HUCRESI H01_2095421
29575,GÜZELKÖY SULAMA TR 45-71-M01300_DIREK TIPI TRAFO HUCRESI H01_2095424
29576,BADINCA TR-4 45-73-M00382_DIREK TIPI TRAFO HUCRESI H01_2095463
29577,M-313 35-02-M00313_M-1563 M03_2095509
29578,TR-27 35-30-L00027_TM GİRİŞ L04_2095548
29579,TR-1/111 45-83-M00111_ÖZDİLEK AVM M01_2095625
29580,ALİ BABA TÜRBESİ ÖZEL 35-29-L00339Ö_DIREK TIPI TRAFO HUCRESI H01_2095636
29581,İLHAN CAN SULAMA GRUBU 35-29-M00157_DIREK TIPI TRAFO HUCRESI H01_2095657
29582,VASFİ ÇALIŞKAN SULAMA GRUBU 35-29-M00161_DIREK TIPI TRAFO HUCRESI H01_2095661
29583,MENDERES DM-2/TR-1 35-22-M00300_ARITMA-2 M16_2095710
29584,SAĞLIKÇILAR DM 35-18-L00544_L-71 YUVAMKENT - L-72 OVAKENT L06_2095728
29585,L-210 35-18-L00210_DAĞITIM TRAFO L-210 L06_2095744
29586,TR-1/84 (ERBİLLER) 45-83-M00084_TR-1/85 M05_2095761
29587,L-118 ÇOBANLAR ÖZEL 35-14-L00118Ö_DIREK TIPI TRAFO HUCRESI H01_2095767
29588,L-30 TAŞDİBİ 35-14-L00030_DIREK TIPI TRAFO HUCRESI H01_2095776
29589,L-40 35-14-L00040_DIREK TIPI TRAFO HUCRESI H01_2095792
29590,AKSELENDİ İM 45-72-A00004_KULAKSIZLAR L20_2095811
29591,AKSELENDİ İM 45-72-A00004_MORALILAR ÇIKIŞ L22_2095815
29592,BALLICA İM 45-72-A00005_BÜNYAN OSMANİYE L02_2095874
29593,L-105 35-18-L00105_OVACIK KÖYÜ AZMAK MEVKİ L03_2095907
29594,L-105 35-18-L00105_OVACIK KÖYÜ AZMAK MEVKİ L03_2095908
29595,AHMET ANDAŞ-2 SULAMA GRUBU 35-29-M00304_DIREK TIPI TRAFO HUCRESI H01_2095978
29596,AHMET ANDAŞ-1 SULAMA GRUBU 35-29-M00305_DIREK TIPI TRAFO HUCRESI H01_2095979
29597,TAYLAN SAVRAN SULAMA GRUBU 35-29-M00307_DIREK TIPI TRAFO HUCRESI H01_2095981
29598,L-90 RAINBOW DM 35-18-L00090_BELKENT SİTESİ (L-100) ÇELEBİ (L-101) L02_2096226
29599,DEMİRKÖPRÜ TM 45-78-A00005_SALİHLİ ŞEHİR ( DEMİRKÖPRÜ-1) M04_2096294
29600,DEMİRKÖPRÜ TM 45-78-A00005_ALAŞEHİR M03_2096297
29601,L-193 ESENEVLER 35-18-L00193_DIREK TIPI TRAFO HUCRESI H01_2096333
29602,K-3766 35-04-K03766_TRAFO K03_2096335
29603,L-192 35-18-L00192_DIREK TIPI TRAFO HUCRESI H01_2096338
29604,L-177 35-18-L00177_DIREK TIPI TRAFO HUCRESI H01_2096341
29605,L-182 35-18-L00182_DIREK TIPI TRAFO HUCRESI H01_2096343
29606,L-243 35-18-L00243_ L04_2096406
29607,M-164 35-18-M00164_DIREK TIPI TRAFO HUCRESI H01_2096478
29608,M-163 35-18-M00163_DIREK TIPI TRAFO HUCRESI H01_2096479
29609,L-101 ÇELEBİ 35-18-L00101_DIREK TIPI TRAFO HUCRESI H01_2096492
29610,L-108 (AKARCA TR-1) 35-18-L00108_DIREK TIPI TRAFO HUCRESI H01_2096493
29611,ARPALIK KÖK 45-83-M00137_İZZETTİN KÖK M03_2096509
29612,CUMHURİYET KÖK 35-29-L00057_KIZILCAAVLU KÖK L02_2096549
29613,KASAPLI TR-480 TARIMSAL SULAMA 45-73-M00285_DIREK TIPI TRAFO HUCRESI H01_2096577
29614,ERDAL KOÇ ÖZEL TR 45-73-M00316Ö_DIREK TIPI TRAFO HUCRESI H01_2096586
29615,ARPALIK KÖK 45-83-M00137_ARPALIK TR-1 M02_2096632
29616,ARPALIK KÖK 45-83-M00137_İSTASYON ALTI M01_2096636
29617,KİLLİK TR-10 45-73-M00850_DIREK TIPI TRAFO HUCRESI H01_2096734
29618,GÜNEY DM 45-83-L00130_DERBENT L08_2096777
29619,GÜNEY DM 45-83-L00130_DERBENT L08_2096778
29620,GÜNEY DM 45-83-L00130_DAĞ YENİKÖY L04_2096785
29621,KAHRAMANDERE İM 35-10-A00002_YELKİ TM-1 M02_2096832
29622,M-313 35-02-M00313_M-510 M01_2096872
29623,TR-1/40 45-83-M00040_DAĞITIM TRAFOSU M06_2096928
29624,TR-1/43 45-83-M00043_TR-1/57 M05_2096931
29625,TR-1/43 45-83-M00043_TR-1/57 M05_2096932
29626,TR-1/43 45-83-M00043_TR-1/44 M02_2096933
29627,TR-1/43 45-83-M00043_TR-1/40 M03_2096937
29628,KAHRAMANDERE İM 35-10-A00002_GÖNEN M09_2096980
29629,KAHRAMANDERE İM 35-10-A00002_GÖNEN M09_2096981
29630,M-314 35-02-M00314_M-319 M02_2096996
29631,GÖKTEPE TR-2 35-28-M00270_DIREK TIPI TRAFO HUCRESI H01_2097017
29632,_2097033_2097033
29633,_2097035_2097035
29634,SOMA MERKEZ DM-2 45-82-M00070_TR-40 M06_2097061
29635,M-314 35-02-M00314_M-315 M03_2097122
29636,AKSELENDİ İM 45-72-A00004_AKSELENDİ TR2 L12_2097124
29637,AKSELENDİ İM 45-72-A00004_TR-B GİRİŞ L13_2097126
29638,PAMUCAK KÖK 35-13-L00400_SELÇUK İM L10_2097130
29639,DERBENT İM-DM 45-83-A00004_TR-A M11_2097146
29640,DERBENT İM-DM 45-83-A00004_AKÇAPINAR L04_2097287
29641,DERBENT İM-DM 45-83-A00004_15.8 TRF GİRİŞ L01_2097289
29642,M-271 KARAKAYALAR DM 35-14-M00271_BADEMLER 477 SAĞ DEVRE M07_2097310
29643,M-271 KARAKAYALAR DM 35-14-M00271_SAZLIGÖL M02_2097321
29644,M-271 KARAKAYALAR DM 35-14-M00271_SEFERİHİSAR İM-1 M05_2097326
29645,M-271 KARAKAYALAR DM 35-14-M00271_SEFERİHİSAR İM-1 M05_2097327
29646,ÇANŞA KÖK 45-81-M00047_ M01_2097359
29647,KARAKURT TARIMSAL SULAMA TR-1 45-76-L00036_DIREK TIPI TRAFO HUCRESI H01_2097403
29648,M-271 KARAKAYALAR DM 35-14-M00271_TR-2 (TR-64) SEFERKENT M14_2097435
29649,K-707 35-04-K00707_TRAFO K03_2097493
29650,MEHMET YEYSELİ ÖZEL 35-29-M00252Ö_DIREK TIPI TRAFO HUCRESI H01_2097613
29651,TAHİR ÇAKAN SULAMA GRUBU 35-29-M00254_DIREK TIPI TRAFO HUCRESI H01_2097615
29652,AHMET TÜRKELİ SULAMA GRUBU 35-29-M00255_DIREK TIPI TRAFO HUCRESI H01_2097616
29653,KAMİL ATMACA SULAMA GRUBU 35-29-M00256_DIREK TIPI TRAFO HUCRESI H01_2097617
29654,KÜÇÜKKALE TR-1 35-29-L00651_DIREK TIPI TRAFO HUCRESI H01_2097673
29655,MORALILAR İM 45-72-A00002_MORALILAR ŞEHİR L05_2097903
29656,MORALILAR İM 45-72-A00002_PINARCIK L03_2097905
29657,L-16 TEPECİK KAVŞAĞI 35-14-L00016_DIREK TIPI TRAFO HUCRESI H01_2097987
29658,KAPIKAYA TR-1 35-17-M00185_DIREK TIPI TRAFO HUCRESI H01_2098153
29659,M-1624 35-02-M01624_TR-7 M04_2098219
29660,KIZILOBA BÖRTLENGEÇ YAYLASI 35-20-L00272_DIREK TIPI TRAFO HUCRESI H01_2098298
29661,RAMAZAN YETİŞMİŞ TR-1 SULAMA GRUBU 35-29-L00632_DIREK TIPI TRAFO HUCRESI H01_2098454
29662,K-251 35-02-K00251_K-538 K02_2098536
29663,URGANLI TR-9 45-83-M00549_DAĞITIM TRAFOSU -  TR-1 M04_2098603
29664,L-104 DÜZCE AZMAK 35-14-L00104_DIREK TIPI TRAFO HUCRESI H01_2098882
29665,L-98 TURGUT KÖYÜ SULAMA 35-14-L00098_DIREK TIPI TRAFO HUCRESI H01_2098890
29666,L-96 TURGUT KÖYÜ 35-14-L00096_DIREK TIPI TRAFO HUCRESI H01_2098891
29667,HÜRRİYET TOP KADIOĞLU ÖZEL TR 35-27-M00855Ö_DIREK TIPI TRAFO HUCRESI H01_2098908
29668,HASAN TÜRKAY SULAMA GRUBU 35-29-L00643_DIREK TIPI TRAFO HUCRESI H01_2098954
29669,M-442 35-02-M00442_M-480 M02_2098975
29670,M-261 ULAMIŞ 35-14-M00261_DIREK TIPI TRAFO HUCRESI H01_2098986
29671,AKÇAŞEHİR TR-1 35-29-L00173_DIREK TIPI TRAFO HUCRESI H01_2099042
29672,HASAN ATİK SULAMA GRUBU 35-29-L00183_DIREK TIPI TRAFO HUCRESI H01_2099049
29673,ALAYLI TR-1 35-29-L00186_DIREK TIPI TRAFO HUCRESI H01_2099052
29674,HALİM İNMEZ SULAMA GRUBU 35-29-L00231_DIREK TIPI TRAFO HUCRESI H01_2099076
29675,BÜYÜKKALE TR-3 35-29-L00667_DIREK TIPI TRAFO HUCRESI H01_2099091
29676,BÜYÜKKALE TR-1 35-29-L00668_DIREK TIPI TRAFO HUCRESI H01_2099092
29677,İSTASYONALTI KÖK 45-83-M00131_MANİSA-1 GİRİŞ M07_2099096
29678,İSTASYONALTI KÖK 45-83-M00131_MANİSA-2 M04_2099098
29679,FIRINLI TR-9 35-20-L00366_DIREK TIPI TRAFO HUCRESI H01_2099104
29680,KEMAL ERGÜN SULAMA GRUBU 35-29-M00189_DIREK TIPI TRAFO HUCRESI H01_2099117
29681,YEŞİLYAYLA TR-10 45-77-M00131_DIREK TIPI TRAFO HUCRESI H01_2099131
29682,YEŞİLYAYLA TR-9 HARMANDALILAR ÜSTÜ 45-77-M00132_DIREK TIPI TRAFO HUCRESI H01_2099132
29683,K-660 35-04-K00660_K-661 K01_2099188
29684,HAYRİ KARALI SULAMA GRUBU 35-29-M00208_DIREK TIPI TRAFO HUCRESI H01_2099256
29685,SEZENER EMRAN SULAMA GRUBU 35-29-M00215_DIREK TIPI TRAFO HUCRESI H01_2099263
29686,KAPAKLI DM 45-72-M00309_ZER SALÇA M05_2099421
29687,KAPAKLI DM 45-72-M00309_RAHMİYE-1 TARIMSAL SULAMA M06_2099424
29688,KAPAKLI DM 45-72-M00309_KEMİKLİ M11_2099432
29689,L-55 ÖZMET 35-14-L00055_DIREK TIPI TRAFO HUCRESI H01_2099540
29690,L-62 İSTUR 35-14-L00062_DIREK TIPI TRAFO HUCRESI H01_2099548
29691,L-44 ÖDEMİŞ ÖĞRETMEN EVLERİ 35-14-L00044_DIREK TIPI TRAFO HUCRESI H01_2099551
29692,GÜLKENT KÖK-3 35-30-M00219_DİKİLİ İM M06_2099585
29693,GÜLKENT KÖK-3 35-30-M00219_GAZETECİLER SİTESİ M04_2099587
29694,GÜLKENT KÖK-3 35-30-M00219_GÜLKENT M02_2099589
29695,M-1207 35-02-M01207_TRF M01_2099758
29696,L-301 ÇARK 35-18-L00301_DIREK TIPI TRAFO HUCRESI H01_2099788
29697,DAMLACIK TR-2 35-27-M00860_DIREK TIPI TRAFO HUCRESI H01_2099825
29698,CUMHURİYET KÖK 35-29-L00057_SULAMA DOĞU L06_2099849
29699,DERBENT İM-DM 45-83-A00004_DSİ-2 M04_2099897
29700,ERSİN KENAR ÖZEL TR 45-75-M00338Ö_DIREK TIPI TRAFO HUCRESI H01_2099905
29701,TR-264 HEKİMKÖY SİTESİ TR 35-14-L00132_ L01_2099957
29702,AKSELENDİ İM 45-72-A00004_GÖLMARMARA M06_2100024
29703,AKSELENDİ İM 45-72-A00004_HAVA MEYDAN KOM. M09_2100029
29704,ÇUKURALTI M-25 35-25-M00073_DIREK TIPI TRAFO HUCRESI H01_2100465
29705,ÇUKURALTI M-26 35-25-M00074_DIREK TIPI TRAFO HUCRESI H01_2100466
29706,TÜRKELLİ TR-2 35-28-M00463_DIREK TIPI TRAFO HUCRESI H01_2100488
29707,KÜRDÜLLÜ TR-1 35-29-L00458_DIREK TIPI TRAFO HUCRESI H01_2100516
29708,M-189 35-02-M00189_TRF M01_2100815
29709,ÇİNİLİKÖY TR-3 35-27-L00332_DIREK TIPI TRAFO HUCRESI H01_2100828
29710,ÇUKURALTI M-24 35-25-M00072_DIREK TIPI TRAFO HUCRESI H01_2100973
29711,ÇUKURALTI M-37 35-25-M00078_DIREK TIPI TRAFO HUCRESI H01_2100986
29712,ŞEVKİ ÖKTEN SULAMA GRUBU 35-29-M00324_DIREK TIPI TRAFO HUCRESI H01_2101129
29713,MEHMET ÇETE SULAMA GRUBU 35-29-M00325_DIREK TIPI TRAFO HUCRESI H01_2101130
29714,DURMUŞ ÖREN SULAMA GRUBU 35-29-M00326_DIREK TIPI TRAFO HUCRESI H01_2101139
29715,HALİL ÖNEN KAZIM SULAMA GRUBU 35-29-M00329_DIREK TIPI TRAFO HUCRESI H01_2101142
29716,ZİHNİ ÖNEM SULAMA GRUBU 35-29-M00332_DIREK TIPI TRAFO HUCRESI H01_2101145
29717,MUSTAFA HEZER SULAMA GRUBU 35-29-M00339_DIREK TIPI TRAFO HUCRESI H01_2101150
29718,M.TANER ÖZER SULAMA GRUBU 35-29-M00346_DIREK TIPI TRAFO HUCRESI H01_2101156
29719,GÜNDÜZ OKAN SULAMA GRUBU 35-29-M00177_DIREK TIPI TRAFO HUCRESI H01_2101206
29720,TOKİ TR-1 35-29-M00132_ M01_2101246
29721,TOKİ TR-1 35-29-M00132_ M03_2101248
29722,TR-1/81 45-72-M00081_CANERLER HURDACILIK ÖZEL M01_2101269
29723,TR-1/80 45-72-M00080_TR-1/80-A-B-C M02_2101276
29724,TR-1/80 45-72-M00080_TR-1/77 M01_2101279
29725,FIRINLI TR-1 35-20-L00370_DIREK TIPI TRAFO HUCRESI H01_2101285
29726,HASKÖY TR-4 35-20-L00369_DIREK TIPI TRAFO HUCRESI H01_2101291
29727,OSMANGAZİ İM 35-02-A00004_DUMLUPINAR K22_2101324
29728,OSMANGAZİ İM 35-02-A00004_DURU K18_2101343
29729,M-36 TR1 DERYA SİTESİ 35-25-M00292_ M04_2101542
29730,KAHRAMANDERE İM 35-10-A00002_KÖYLER L04_2101673
29731,DEREBAŞI TR-3 35-29-L00261_DIREK TIPI TRAFO HUCRESI H01_2101680
29732,SARUHANLI TR-1 35-29-L00250_DIREK TIPI TRAFO HUCRESI H01_2101693
29733,TR-1-2/4 SADIKPAŞA MAH. 35-20-L00013_DIREK TIPI TRAFO HUCRESI H01_2101778
29734,ÖMER ÖZGÜR SULAMA GRUBU 35-29-M00365_DIREK TIPI TRAFO HUCRESI H01_2101791
29735,İ.İHSAN KURU SULAMA GRUBU 35-29-M00366_DIREK TIPI TRAFO HUCRESI H01_2101792
29736,FAHRİ AYDIN SULAMA GRUBU 35-29-M00389_DIREK TIPI TRAFO HUCRESI H01_2101808
29737,KAYALIOĞLU TR-7 45-72-L00072_DAĞITIM TRAFOSU TR-7 L06_2101820
29738,L-91 ULAMIŞ TEPE KAHVE 35-14-L00091_DIREK TIPI TRAFO HUCRESI H01_2101926
29739,L-110 BEYLER KÖYÜ 35-14-L00110_DIREK TIPI TRAFO HUCRESI H01_2101932
29740,L-105 DÜZCE AĞA ÇEŞMESİ 35-14-L00105_DIREK TIPI TRAFO HUCRESI H01_2101937
29741,KALEMOĞLU KÖK 45-75-M00069_SALUR KÖK M04_2101955
29742,"KAHRAMANDERE İM 35-10-A00002_TR-1 10,5 GİRİŞ K03_2101985"
29743,KAHRAMANDERE İM 35-10-A00002_ORUÇ REİS K04_2101987
29744,KAHRAMANDERE İM 35-10-A00002_ÇAKABEY K05_2101989
29745,L-258 35-18-L00258_DIREK TIPI TRAFO HUCRESI H01_2102112
29746,ARMUTLU TR-1 35-29-L00215_DIREK TIPI TRAFO HUCRESI H01_2102145
29747,ORTAKÖY TR-1 35-29-L00217_DIREK TIPI TRAFO HUCRESI H01_2102147
29748,TAŞTEPE TR-3 35-29-L00400_DIREK TIPI TRAFO HUCRESI H01_2102163
29749,EGE TABİPLER KONUT YAPI KOOP. ÖZEL 35-14-M00366Ö_ M01_2102188
29750,TR-1/45 45-72-M00045_DIREK TIPI TRAFO HUCRESI H01_2102209
29751,KÜNER TR-3 35-22-M00226_DIREK TIPI TRAFO HUCRESI H01_2102569
29752,KÜNER TR-1 35-22-M00229_DIREK TIPI TRAFO HUCRESI H01_2102571
29753,TAHTALIÇAY KÖK (M-751) 35-22-M00145_ M11_2102581
29754,M-1901 OĞLANANASI TR-11 35-22-M00644_DIREK TIPI TRAFO HUCRESI H01_2102587
29755,TR-2/98 45-83-M00780_TR-2/100 L02_2102634
29756,SAZOBA DM 45-72-M00413_BEYOBA TARIMSAL SULAMA M07_2102707
29757,SAZOBA DM 45-72-M00413_KEMİKLİDERE GİRİŞ M04_2102711
29758,SAZOBA DM 45-72-M00413_SAZOBA ÇIKIŞI M02_2102715
29759,SAZOBA DM 45-72-M00413_SAZOBA TARIMSAL SULAMA M08_2102717
29760,BEYOBA TR-12 45-72-M00414_TR-14 DEN GİRİŞ M02_2102848
29761,BEYOBA TR-12 45-72-M00414_TR-14 DEN GİRİŞ M02_2102849
29762,ZEYTİNLİOVA TR-1 KÖK 45-72-L00389_ÜÇ AVLU ÇIKIŞI L02_2102917
29763,TR-2/81 45-83-L00081_DIREK TIPI TRAFO HUCRESI H01_2102980
29764,TR-155 35-15-L00155_DIREK TIPI TRAFO HUCRESI H01_2103093
29765,SANCAKLI TR-5 35-22-M00159_DIREK TIPI TRAFO HUCRESI H01_2103153
29766,KARAKUYU TR-3 35-22-M00291_DIREK TIPI TRAFO HUCRESI H01_2103154
29767,TR-1/126-1 (KEMALPAŞA SOKAK TRF) 45-83-M00270_DIREK TIPI TRAFO HUCRESI H01_2103215
29768,TR-15 35-30-L00015_TR-75 L01_2103301
29769,TR-1/41 45-72-M00041_DIREK TIPI TRAFO HUCRESI H01_2103332
29770,TR-1/42-C 45-72-M00111_DIREK TIPI TRAFO HUCRESI H01_2103336
29771,ZEYTİNLİOVA TR-16 45-72-L00409_TR-3 ÇIKIŞI L02_2103395
29772,BEYOBA TR-10 45-72-M00425_TR-9 M03_2103409
29773,URGANLI TR-4 45-83-M00554_TR-7 M01_2103483
29774,MEHMET ZİNCİRCİ SULAMA GRUBU 35-29-L00275_DIREK TIPI TRAFO HUCRESI H01_2103514
29775,YENİŞEHİR TR-1 35-29-L00510_DIREK TIPI TRAFO HUCRESI H01_2103565
29776,TR-98 45-78-L00098_DIREK TIPI TRAFO HUCRESI H01_2103704
29777,SARIBEY TR-1 45-83-L00326_DIREK TIPI TRAFO HUCRESI H01_2103718
29778,SİNAN KAYRAK ÖZEL TR 35-24-M00232Ö_DIREK TIPI TRAFO HUCRESI H01_2103779
29779,MENDERES DM-3/TR-1 35-22-M00033_DM-2/TR-1 M06_2103809
29780,NURİ ŞENDUR VE ARKADAŞLARI ÖZEL TR 35-16-M00621Ö_DIREK TIPI TRAFO HUCRESI H01_2103897
29781,TR-1/91 45-72-M00091_DIREK TIPI TRAFO HUCRESI H01_2103988
29782,M-249 35-02-M00249_M-158 M04_2104082
29783,TR-2/87 45-83-L00087_TR-2/88 L03_2104337
29784,GÖKÇEN DM 35-29-M00123_ACEMOĞLU M02_2104370
29785,TR-1/14-C 45-72-M00100_DIREK TIPI TRAFO HUCRESI H01_2104379
29786,TR-1/17 45-72-M00017_TR-1/21 M02_2104548
29787,TR-1/17 45-72-M00017_DAĞITIM TRAFOSU TR-1/17 M01_2104551
29788,VELİ BALCI VE ARK. TARIMSAL SULAMA-1 45-72-L00586_DIREK TIPI TRAFO HUCRESI H01_2104592
29789,VELİ BALCI VE ARK. TARIMSAL SULAMA-3 45-72-L00588_DIREK TIPI TRAFO HUCRESI H01_2104594
29790,MECİDİYE TR-3 45-72-L00576_TR-4 L03_2104640
29791,M-1053 35-02-M01053_M-1 M02_2104675
29792,TR-2/64 45-83-L00064_TR-2/63 L03_2104755
29793,M-367 35-02-M00367_M-4 M02_2104919
29794,TR-2/113 45-83-L00113_DIREK TIPI TRAFO HUCRESI H01_2104942
29795,TR-107 45-78-L00107_DIREK TIPI TRAFO HUCRESI H01_2104957
29796,TR-167 45-78-L00167_DIREK TIPI TRAFO HUCRESI H01_2104963
29797,TR-1/2 45-72-M00002_TR-1/1 M04_2105029
29798,CAMBAZLI TR-2 35-29-L00249_DIREK TIPI TRAFO HUCRESI H01_2105045
29799,YENİÇİFTLİK TR-2 35-20-L00400_DIREK TIPI TRAFO HUCRESI H01_2105055
29800,TR-24 45-78-L00024_DIREK TIPI TRAFO HUCRESI H01_2105081
29801,TR-35 45-78-L00035_DIREK TIPI TRAFO HUCRESI H01_2105085
29802,CAFERBEY KÖK 45-78-L00231_HASALAN L02_2105185
29803,CAFERBEY KÖK 45-78-L00231_KURŞUNLU L03_2105188
29804,TR-3 45-78-L00003_TR-4 L03_2105218
29805,TR-27 45-78-L00027_TR-28 ÇIKIŞI L03_2105334
29806,TR-27 45-78-L00027_TR-33 L02_2105340
29807,TR-27 45-78-L00027_TR-33 L02_2105343
29808,SÜLEYMANLI KÖK 45-72-L00299_SÜLEYMANLI GÜNEY ÇIKIŞI L02_2105412
29809,SÜLEYMANLI KÖK 45-72-L00299_SÜLEYMANLI KUZEY SOL ÇIKIŞI BELEDİYE L05_2105418
29810,KORDON KÖK 45-78-M00730_KÖSEALİ KABAZLI GÖBEKLİ M02_2105506
29811,KORDON KÖK 45-78-M00730_KÖSEALİ KABAZLI GÖBEKLİ M02_2105507
29812,KORDON KÖK 45-78-M00730_ÇAKALDOĞAN M03_2105509
29813,TR-1/67 45-72-M00067_DIREK TIPI TRAFO HUCRESI H01_2105615
29814,ÇALTILI TR-2 45-78-L00367_DIREK TIPI TRAFO HUCRESI H01_2105616
29815,TR-42 45-77-L00042_TR-41 L05_2105736
29816,SULUDERE TR-1 35-31-L00390_DIREK TIPI TRAFO HUCRESI H01_2105742
29817,MUSTAFA ŞAHİN ÖZEL 35-28-L00156Ö_DIREK TIPI TRAFO HUCRESI H01_2105834
29818,TR-31 45-78-L00031_DIREK TIPI TRAFO HUCRESI H01_2105854
29819,GÖKÇEN İM 35-29-A00004_GÖKÇEN ŞEHİR L15_2105917
29820,GÖKÇEN İM 35-29-A00004_TRAFO 15.8-ÖLÇÜ L13_2105921
29821,ÇAVLU TR-1 KÖK 45-78-L00624_ L02_2106057
29822,ÇAVLU TR-1 KÖK 45-78-L00624_ L02_2106058
29823,NURHAL COŞKUN ÖZEL TR 35-26-M01157Ö_DIREK TIPI TRAFO HUCRESI H01_2106109
29824,HASALAN TR-2 45-78-L00384_DIREK TIPI TRAFO HUCRESI H01_2106123
29825,TR-1/11 45-72-M00011_DIREK TIPI TRAFO HUCRESI H01_2106137
29826,ÇAVLU TR-1 KÖK 45-78-L00624_ L04_2106218
29827,TR-2/84 45-83-L00084_DIREK TIPI TRAFO HUCRESI H01_2106241
29828,TR-2/102-1 45-83-L00310_DIREK TIPI TRAFO HUCRESI H01_2106244
29829,GÖLMARMARA İM 45-85-A00001_GÖLMARMARA-1 M02_2106262
29830,TR-2/46 45-72-L00046_DIREK TIPI TRAFO HUCRESI H01_2106332
29831,TR-2/36 45-72-L00036_DIREK TIPI TRAFO HUCRESI H01_2106336
29832,TR-2/47 45-72-L00047_DIREK TIPI TRAFO HUCRESI H01_2106337
29833,GÖKÇEN İM 35-29-A00004_SARILAR L08_2106420
29834,GÖKÇEN İM 35-29-A00004_KAZANLI L07_2106422
